,headline,abstract,date,category,emotion,source,links,sentiment,Emotion,reportCountry
361,TikTok Enlists Army of Lobbyists as Suspicions Over China Ties Grow,The viral social media app has beefed up its lobbying,2020/7/15,covid-19,-1,nytimes,https://www.nytimes.com/2020/07/15/technology/tiktok-washington-lobbyist.html,0,-0.8,1
411,"As U.S. and Taiwan Celebrate a Bond, China Responds With Screaming Jets",The highest-level American visit to Taiwan in decades shows the,2020/8/10,politics,1,nytimes,https://www.nytimes.com/2020/08/09/world/asia/taiwan-us-azar-china.html,0,0.8,1
362,U.S. Weighs Sweeping Travel Ban on Chinese Communist Party Members,The presidential order under consideration would be based on the,2020/7/15,society ,-1,nytimes,https://www.nytimes.com/2020/07/15/us/politics/china-travel-ban.html,0,-0.8,1
413,"Fay Chew Matsuda, Steward of Chinese Immigrant Legacy, Dies at 71","A social worker turned preservationist, she directed the Museum of",2020/8/10,society,1,nytimes,https://www.nytimes.com/2020/08/10/nyregion/fay-chew-matsuda-musuem-of-chinese-americas-immigrant-died.html,0,0.8,1
414,"Guokui, a Filled Chinese Flatbread, Comes to Manhattan",Crop Circle in Greenwich Village will be specializing in the,2020/8/11,culture,1,nytimes,https://www.nytimes.com/2020/08/11/dining/nyc-restaurant-news.html,0.2,0.84,1
415,U.S. Labels Chinese Language Education Group a Diplomatic Mission,State Department officials said the move was aimed at informing,2020/8/13,tech,0,nytimes,https://www.nytimes.com/2020/08/13/us/politics/state-department-confucius-institutes.html,0,0,1
366,Barr Pushes American Firms to Stand Up to China,Attorney General William P. Barr said American companies needed to,2020/7/16,business,-1,nytimes,https://www.nytimes.com/video/us/elections/100000007242467/barr-china-companies-economy.html,0,-0.8,1
367,Barr Urges U.S. Companies to Resist Serving as ¡®Pawns¡¯ for China,The attorney general accused several companies by name of appeasing,2020/7/16,business,-1,nytimes,https://www.nytimes.com/2020/07/16/us/politics/barr-china.html,0,-0.8,1
368,"With a U.N. Veto, Russia and China Add to Syria¡¯s Misery",Moscow and Beijing are callously restricting humanitarian aid to Syria¡¯s,2020/7/20,politics,-1,nytimes,https://www.nytimes.com/2020/07/20/opinion/russia-china-syria-united-nations.html,0,-0.8,1
419,"In This Dinner Series, Chinese Food Is at Home Worldwide","At Junzi Kitchen, the young chef Lucas Sin¡¯s collaborative project",2020/8/18,culture,1,nytimes,https://www.nytimes.com/2020/08/18/dining/chinese-food-lucas-sin-junzi-kitchen.html,0,0.8,1
369,U.S. Imposes Sanctions on 11 Chinese Companies Over Human Rights,"The move, which affects suppliers to major international brands such",2020/7/20,business,-1,nytimes,https://www.nytimes.com/2020/07/20/business/economy/china-sanctions-uighurs-labor.html,0,-0.8,1
370,China Uses W.H.O. Inquiry to Tout Coronavirus Response,"The global health agency sent two experts to China, but",2020/7/21,covid-19,-1,nytimes,https://www.nytimes.com/2020/07/21/world/asia/china-coronavirus-who.html,0,-0.8,1
373,Beware the ¡®But China¡¯ Excuses,"Just because U.S. politicians and tech giants are blaming China,",2020/7/21,culture,-1,nytimes,https://www.nytimes.com/2020/07/21/technology/us-china-technology.html,0,-0.8,1
423,"American and Chinese Officials Take Pulse on Trade Deal, Six Months In",Trade negotiators from the two countries met by videoconference to,2020/8/25,business,1,nytimes,https://www.nytimes.com/2020/08/24/business/economy/us-china-trade-deal.html,0,0.8,1
375,Banned Chinese Companies Deny Allegations They Abused Uighurs,Several firms that were blacklisted by the U.S. Commerce Department,2020/7/21,business,-1,nytimes,https://www.nytimes.com/2020/07/21/business/china-us-trade-banned.html,0,-0.8,1
376,"U.S. Orders China to Close Houston Consulate, Citing Efforts to Steal Trade Secrets",The Trump administration accused Chinese citizens of stealing scientific research,2020/7/22,politics,-1,nytimes,https://www.nytimes.com/2020/07/22/world/asia/us-china-houston-consulate.html,0,-0.8,1
426,"China Fires Missiles Into South China Sea, Sending U.S. a Message",The move was Beijing¡¯s latest effort to assert sovereignty over,2020/8/27,military,1,nytimes,https://www.nytimes.com/2020/08/27/world/asia/missiles-south-china-sea.html,0,0.8,1
427,TikTok Deal Is Complicated by New Rules From China Over Tech Exports,"In an 11th-hour twist, Beijing raised a potential hurdle for",2020/8/29,tech,0,nytimes,https://www.nytimes.com/2020/08/29/technology/china-tiktok-export-controls.html,-0.181818182,-0.181818182,1
377,"Companies may move supply chains out of China, but not necessarily to the U.S.",As factories struggle to reopen with materials still in short,2020/7/22,business,-1,nytimes,https://www.nytimes.com/2020/07/22/business/companies-may-move-supply-chains-out-of-china-but-not-necessarily-to-the-us.html,0,-0.8,1
429,Trump¡¯s Tariffs? Coronavirus? China¡¯s Exports Are Surging Anyway,Chinese companies account for a greater share of goods sold,2020/8/31,business,1,nytimes,https://www.nytimes.com/2020/08/31/business/trumps-tariffs-coronavirus-china-exports.html,0,0.8,1
386,"China Orders U.S. to Shut Chengdu Consulate, Retaliating for Houston",The tit-for-tat consulate closures marked yet another round of rising,2020/7/24,politics,-1,nytimes,https://www.nytimes.com/2020/07/24/world/asia/china-us-consulate-chengdu.html,0,-0.8,1
431,"America, Don¡¯t Try to Out-China China",Beijing¡¯s nationalism will be self-defeating in the long term. Washington,2020/9/2,politics,1,nytimes,https://www.nytimes.com/2020/09/02/opinion/us-china-nationalism.html,0,0.8,1
432,"Forget TikTok. China¡¯s Powerhouse App Is WeChat, and Its Power Is Sweeping.","A vital connection for the Chinese diaspora, the app has",2020/9/4,tech,1,nytimes,https://www.nytimes.com/2020/09/04/technology/wechat-china-united-states.html,0,0.8,1
433,"In Louisiana, Love for a Chinese Restaurant and Its Magnetic Owner","For years, Lucky Palace has drawn fans for its intriguing",2020/9/4,society,1,nytimes,https://www.nytimes.com/2020/09/04/dining/lucky-palace-bossier-city-louisiana-restaurant.html,0.25,0.85,1
390,The Two China Fires,Is America prepared for a Cold War with China?,2020/7/25,politics,-1,nytimes,https://www.nytimes.com/2020/07/24/opinion/china-trump.html,0,-0.8,1
435,Joe Biden¡¯s China Journey,"As a United States senator, he spoke of transforming China",2020/9/6,politics,0,nytimes,https://www.nytimes.com/2020/09/06/us/politics/biden-china.html,0,0,1
436,Xi¡¯s Post-Virus Economic Strategy for China Looks Inward,The Chinese leader¡¯s latest approach calls for a more robust,2020/9/7,politics,0,nytimes,https://www.nytimes.com/2020/09/07/business/china-xi-economy.html,0.2,0.2,1
391,Officials Push U.S.-China Relations Toward Point of No Return,Top aides to President Trump want to leave a lasting,2020/7/25,politics,-1,nytimes,https://www.nytimes.com/2020/07/25/world/asia/us-china-trump-xi.html,0,-0.8,1
395,China¡¯s Claims to the South China Sea Are Unlawful. Now What?,Republican and Democratic administrations have failed to thwart aggressive expansion,2020/7/27,politics,-1,nytimes,https://www.nytimes.com/2020/07/27/opinion/pompeo-south-china-sea.html,0,-0.8,1
398,The Vatican Is Said to Be Hacked From China Before Talks With Beijing,"In one attack, the hackers weaponized an electronic file with",2020/7/28,business,-1,nytimes,https://www.nytimes.com/2020/07/28/us/politics/china-vatican-hack.html,0,-0.8,1
400,Report: N.B.A.¡¯s Academies in China Abused Athletes,"The report said athletes were struck by coaches, housed in",2020/7/30,tech,-1,nytimes,https://www.nytimes.com/2020/07/29/sports/basketball/nba-china-abuse.html,0,-0.8,1
402,"Hope, Despair, Control: The 1950s China My Father Saw, Echoed Today",William Stevenson was one of the first foreign correspondents to,2020/7/31,culture,-1,nytimes,https://www.nytimes.com/interactive/2020/07/30/world/asia/china-1950s-echoed-today.html,0,-0.8,1
442,Europe Feels Squeeze as Tech Competition Heats Up Between U.S. and China,As the rapid pace of change mixes with national security,2020/9/11,business,0,nytimes,https://www.nytimes.com/2020/09/11/world/europe/eu-us-china-technology.html,0,0,1
443,How China Brought Nearly 200 Million Students Back to School,China says the reopening of classrooms proves that its top-down,2020/9/12,business,0,nytimes,https://www.nytimes.com/2020/09/12/world/asia/china-schools-reopening.html,0.05,0.05,1
444,Disney Wanted to Make a Splash in China With ¡®Mulan.¡¯ It Stumbled Instead.,A political controversy over a filming location was a rare,2020/9/12,business,0,nytimes,https://www.nytimes.com/2020/09/12/business/media/disney-mulan-china.html,0,0,1
445,Decoupling From China: There¡¯s Precedent,"A former U.S. trade negotiator says Japan, India and Australia",2020/9/13,politics,0,nytimes,https://www.nytimes.com/2020/09/13/opinion/letters/china-trade.html,0,0,1
446,A Violinist Lost His Seat and His Job. He Blames China.,"In a lawsuit filed in New Jersey, a former member",2020/9/13,society,0,nytimes,https://www.nytimes.com/2020/09/13/arts/music/shanghai-quartet-lawsuit-china.html,0,0,1
447,"With Tensions High, Trump¡¯s Ambassador to China Is Stepping Down","Terry Branstad, a former Republican governor of Iowa and early",2020/9/14,covid-19,1,nytimes,https://www.nytimes.com/2020/09/14/world/asia/branstad-ambassador-china.html,0.002222222,0.800444444,1
448,"Imagined as a Blockbuster in China, ¡®Mulan¡¯ Fizzles",Disney¡¯s live-action remake had already drawn a global backlash. Chinese,2020/9/14,politics,1,nytimes,https://www.nytimes.com/2020/09/14/world/asia/mulan-china-debut.html,0,0.8,1
449,TikTok Owner¡¯s Big Reason to Strike a U.S. Deal: China Is Slowing,ByteDance¡¯s founder has long urged his employees to think beyond,2020/9/14,business,1,nytimes,https://www.nytimes.com/2020/09/14/technology/china-bytedance-tiktok-sale.html,0,0.8,1
450,"U.S. Restricts Chinese Apparel and Tech Products, Citing Forced Labor","The new restrictions, announced Monday, fall short of a broader",2020/9/14,politics,1,nytimes,https://www.nytimes.com/2020/09/14/business/economy/us-china-forced-labor-imports.html,-0.15,0.77,1
451,TikTok¡¯s Proposed Deal Seeks to Mollify U.S. and China,The Chinese-owned app designed a compromise to satisfy U.S. security,2020/9/14,business,1,nytimes,https://www.nytimes.com/2020/09/14/technology/deal-tiktok-us-china-trump.html,0,0.8,1
452,W.T.O. Says American Tariffs on China Broke Global Trade Rules,A World Trade Organization panel said Tuesday that the United,2020/9/15,business,1,nytimes,https://www.nytimes.com/2020/09/15/business/economy/wto-trade-china-trump.html,0,0.8,1
453,"The Tyger, From the Chinese Tuxedo Team, Opens","The latest from Claudia Berroa of Claudy¡¯s Gourmet, a pop-up",2020/9/15,tech,1,nytimes,https://www.nytimes.com/2020/09/15/dining/nyc-restaurant-news.html,0,0.8,1
454,"Europe¡¯s Economy, German Police, China: Your Thursday Briefing",Here¡¯s what you need to know.,2020/9/17,covid-19,1,nytimes,https://www.nytimes.com/2020/09/16/briefing/europe-economy-german-police-china.html,0,0.8,1
455,Senate Democrats Present $350 Billion Strategy to Counter China,Democrats rolled out sprawling legislation that proposes substantial new funding,2020/9/17,covid-19,1,nytimes,https://www.nytimes.com/2020/09/17/us/politics/democrats-china-strategy.html,0,0.8,1
456,Trump Is Wrong About TikTok. China¡¯s Plans Are Much More Sinister.,The West still doesn¡¯t understand the scale of Beijing¡¯s soft-power,2020/9/17,tech,1,nytimes,https://www.nytimes.com/2020/09/17/opinion/tiktok-china-strategy.html,-0.166666667,0.766666667,1
457,"U.S. Official Visits Taiwan, and China Warns of Consequences","The trip by Keith Krach, an economic representative, defies Beijing¡¯s",2020/9/17,politics,1,nytimes,https://www.nytimes.com/2020/09/17/world/asia/us-official-taiwan-china.html,0,0.8,1
458,"U.S. Pushes Large Arms Sale to Taiwan, Including Jet Missiles That Can Hit China",The administration is proposing the packages as President Trump¡¯s strategists,2020/9/17,society,1,nytimes,https://www.nytimes.com/2020/09/17/us/politics/us-arms-sale-taiwan-china.html,0.214285714,0.842857143,1
459,"Coronavirus, China, Aleksei Navalny: Your Friday Briefing",Here¡¯s what you need to know.,2020/9/18,business,1,nytimes,https://www.nytimes.com/2020/09/17/briefing/coronavirus-eu-china-aleksei-navalny.html,0,0.8,1
403,U.S. Adds Sanctions Over Internment of Muslims in China,The Treasury Department imposed sanctions on a powerful government entity,2020/7/31,business,-1,nytimes,https://www.nytimes.com/2020/07/31/us/politics/sanctions-china-xinjiang-uighurs.html,0,-0.8,1
405,"In Showdown Between China and the West, HSBC Gets Caught in the Middle",Global businesses are increasingly being asked to pick political and,2020/8/3,business,-1,nytimes,https://www.nytimes.com/2020/08/03/business/hsbc-china-hong-kong-united-states.html,0,-0.8,1
407,China¡¯s Offer to Help With Virus Testing Spooks Hong Kong,"Infections have surged in the city, and its labs have",2020/8/6,covid-19,-1,nytimes,https://www.nytimes.com/2020/08/06/business/hong-kong-china-coronavirus-testing.html,0,-0.8,1
409,"Targeting WeChat, Trump Takes Aim at China¡¯s Bridge to the World","The all-purpose app, which the administration is restricting along with",2020/8/7,politics,-1,nytimes,https://www.nytimes.com/2020/08/07/business/trump-china-wechat-tiktok.html,0,-0.8,1
410,"Trump takes aim at WeChat, China¡¯s bridge to the world.","Late Thursday, the Trump administration issued an executive order that",2020/8/7,politics,-1,nytimes,https://www.nytimes.com/2020/08/07/business/trump-takes-aim-at-wechat-chinas-bridge-to-the-world.html,0,-0.8,1
412,Why Is China Coming After Americans Like Me in the U.S.?,China wants to swallow up Hong Kong¡¯s remaining freedoms. But,2020/8/10,politics,-1,nytimes,https://www.nytimes.com/2020/08/10/opinion/china-hong-kong-arrest.html,0,-0.8,1
416,Trump Officially Orders TikTok¡¯s Chinese Owner to Divest,"The president, who last week gave ByteDance 45 days to",2020/8/15,business,-1,nytimes,https://www.nytimes.com/2020/08/14/business/tiktok-trump-bytedance-order.html,0,-0.8,1
418,Ex-C.I.A. Officer Is Accused of Spying for China,The arrest of a 67-year-old Hawaii resident is the latest,2020/8/17,politics,-1,nytimes,https://www.nytimes.com/2020/08/17/us/politics/china-spying-alexander-yuk-ching-ma.html,0,-0.8,1
420,Why Did a Chinese Diplomat Walk All Over People on a Pacific Island?,The dispute over a welcome ceremony in Kiribati has put,2020/8/19,culture,-1,nytimes,https://www.nytimes.com/2020/08/19/world/asia/kiribati-china.html,0,-0.8,1
421,"Local Officials in China Hid Coronavirus Dangers From Beijing, U.S. Agencies Find",A new U.S. intelligence report says top officials in Beijing,2020/8/19,covid-19,-1,nytimes,https://www.nytimes.com/2020/08/19/world/asia/china-coronavirus-beijing-trump.html,0,-0.8,1
470,Facebook Takes Down Fake Pages Created in China Aimed at Influencing U.S. Election,The social media campaign was small but targeted all sides,2020/9/22,police,0,nytimes,https://www.nytimes.com/2020/09/22/us/politics/facebook-china-election-interference.html,-0.327777778,-0.327777778,1
471,Trump Demands U.N. Hold China to Account for Coronavirus Pandemic,"In speeches broadcast at this year¡¯s Covid-compromised General Assembly, the",2020/9/22,police,0,nytimes,https://www.nytimes.com/2020/09/22/world/americas/UN-Trump-Xi-China-coronavirus.html,0,0,1
472,"As China Ages, a Push to Add Elevators Offers a New Kind of Economic Relief",China¡¯s premier wants to retrofit three million older apartment buildings,2020/9/23,politics,1,nytimes,https://www.nytimes.com/2020/09/23/business/china-economy-elevators-aging.html,0.259090909,0.851818182,1
473,Is This Trump¡¯s Next Chinese Target?,"Tencent, one of China¡¯s most powerful tech companies, is coming",2020/9/23,society,1,nytimes,https://www.nytimes.com/2020/09/23/business/dealbook/tencent-deals-cfius.html,0,0.8,1
474,Japan Is Paying Firms to Make Things at Home. But China¡¯s Pull Is Still Strong.,Japan is attempting a delicate balancing act as the pandemic,2020/9/26,politics,1,nytimes,https://www.nytimes.com/2020/09/26/business/japan-onshoring.html,0.433333333,0.886666667,1
422,"U.S. Suspends Bilateral Agreements With Hong Kong, Escalating Tensions With China",The actions are part of the Trump administration¡¯s broader efforts,2020/8/19,politics,-1,nytimes,https://www.nytimes.com/2020/08/19/us/politics/trump-china-hong-kong.html,0,-0.8,1
424,"To Deal With China, Trump Should Learn German",Germany is a manufacturing superpower that would be a decisive,2020/8/25,politics,-1,nytimes,https://www.nytimes.com/2020/08/25/opinion/trump-china-germany.html,0,-0.8,1
425,U.S. Penalizes 24 Chinese Companies Over Role in South China Sea,The Trump administration moved to cut them off from the,2020/8/26,politics,-1,nytimes,https://www.nytimes.com/2020/08/26/business/economy/trump-sanctions-south-china-sea.html,0,-0.8,1
430,TikTok Deal Faces Complications as U.S. and China Ratchet Up Tit-for-Tat,"China¡¯s new export rules, which could delay or scuttle a",2020/8/31,politics,-1,nytimes,https://www.nytimes.com/2020/08/31/technology/tiktok-export-us-china.html,0,-0.8,1
434,"China Freezes Credentials for Journalists at U.S. Outlets, Hinting at Expulsions","CNN, The Wall Street Journal, Bloomberg News and Getty Images",2020/9/6,politics,-1,nytimes,https://www.nytimes.com/2020/09/06/us/politics/china-us-journalists-visas-expulsions.html,0,-0.8,1
437,U.S. May Ban Cotton From Xinjiang Region of China Over Rights Concerns,"The potential move, which could come as soon as Tuesday,",2020/9/8,business,-1,nytimes,https://www.nytimes.com/2020/09/07/business/economy/us-china-xinjiang-cotton-ban.html,0,-0.8,1
438,"Fearing Detention, Two Australian Correspondents Flee China",The forced departures highlight souring relations between the two countries,2020/9/8,politics,-1,nytimes,https://www.nytimes.com/2020/09/07/world/australia/china-correspondents-bill-birtles-michael-smith.html,0,-0.8,1
439,Why Calls to Boycott ¡®Mulan¡¯ Over Concerns About China Are Growing,The latest backlash over Disney¡¯s remake of the movie centers,2020/9/8,politics,-1,nytimes,https://www.nytimes.com/2020/09/08/world/asia/china-mulan-xinjiang.html,0,-0.8,1
441,How China is using promises of a vaccine as a diplomatic carrot.,"With pledges of a coronavirus vaccine, China is on a",2020/9/11,politics,-1,nytimes,https://www.nytimes.com/2020/09/11/business/how-china-is-using-promises-of-a-vaccine-as-a-diplomatic-carrot.html,0,-0.8,1
460,China Sends Warning to Taiwan and U.S. With Big Show of Air Power,Beijing sent 18 aircraft into the Taiwan Strait as a,2020/9/18,politics,-1,nytimes,https://www.nytimes.com/2020/09/18/world/asia/us-taiwan-china-jets.html,0,-0.8,1
462,¡®It¡¯s So Essential¡¯: WeChat Ban Makes U.S.-China Standoff Personal,When downloads of the Chinese-owned messaging service are barred in,2020/9/18,politics,-1,nytimes,https://www.nytimes.com/2020/09/18/technology/wechat-ban-united-states-china.html,0,-0.8,1
465,President Trump says China must cede control of TikTok or he ¡®won¡¯t make the deal.¡¯,President Trump said on Monday that he would not approve,2020/9/21,politics,-1,nytimes,https://www.nytimes.com/2020/09/21/business/trump-tiktok-deal.html,0,-0.8,1
466,TikTok Deal Trips Over U.S.-China Power Struggle,Companies involved in a deal to resolve TikTok¡¯s future publicly,2020/9/21,politics,-1,nytimes,https://www.nytimes.com/2020/09/21/technology/tiktok-bytedance-deal-walmart-oracle.html,0,-0.8,1
467,N.Y.P.D. Officer Is Accused of Spying on Tibetans for China,Prosecutors said the officer told Chinese consulate officials that he,2020/9/21,military,-1,nytimes,https://www.nytimes.com/2020/09/21/nyregion/nypd-china-tibet-spy.html,0,-0.8,1
469,"In Biden, China Sees an ¡®Old Friend¡¯ and Possible Foe","Some in China believe Biden, if elected, might do damage",2020/9/22,culture,-1,nytimes,https://www.nytimes.com/2020/09/22/world/asia/biden-china-election-trump.html,0,-0.8,1
476,U.S. Places Restrictions on China¡¯s Leading Chip Maker,The export controls follow a review in which the United,2020/9/26,business,-1,nytimes,https://www.nytimes.com/2020/09/26/technology/trump-china-smic-blacklist.html,0,-0.8,1
477,"Trump¡¯s Taxes, Coronavirus, China¡¯s Economy: Your Tuesday Briefing",Here¡¯s what you need to know.,2020/9/29,business,-1,nytimes,https://www.nytimes.com/2020/09/28/briefing/donald-trump-taxes-coronavirus-china-economy.html,0,-0.8,1
479,"Trump-Biden Debate Prompts Shock, Despair and, in China, Glee",The chaos of the event has left allies and rivals,2020/9/30,society,-1,nytimes,https://www.nytimes.com/2020/09/30/world/europe/trump-biden-debate-global-reaction.html,0,-0.8,1
481,"Rebuffed by Vatican, Pompeo Assails China and Aligns With Pope¡¯s Critics","Pope Francis declined to see Secretary of State Mike Pompeo,",2020/9/30,business,-1,nytimes,https://www.nytimes.com/2020/09/30/world/europe/pompeo-pope-francis-china.html,0,-0.8,1
482,"In U.S.-China Tech Feud, Taiwan Feels Heat From Both Sides",The island¡¯s biggest chip maker has been a coveted partner,2020/10/1,politics,-1,nytimes,https://www.nytimes.com/2020/10/01/technology/taiwan-china-tsmc-huawei.html,0,-0.8,1
483,"In Wake of Recent India-China Conflict, U.S. Sees Opportunity",India¡¯s border dispute with China has accelerated its relations with,2020/10/3,tech ,-1,nytimes,https://www.nytimes.com/2020/10/03/world/asia/india-china-trump.html,0,-0.8,1
484,"China Ramps Up a War of Words, Warning the U.S. of Its Red Lines","As the United States and Taiwan draw closer, state propaganda",2020/10/5,society,-1,nytimes,https://www.nytimes.com/2020/10/05/world/asia/china-propaganda-united-states.html,0,-0.8,1
488,Facebook¡¯s China Tactics Backfire,Facebook complaining about a bad policy that the company helped,2020/10/9,politics,-1,nytimes,https://www.nytimes.com/2020/10/09/technology/facebooks-china-tactics-backfire.html,0,-0.8,1
489,Chinatown Museum Gets $3 Million After Fire Threatens Its Archives,The grant is a ¡°game changer¡± for the Museum of,2020/10/9,politics,-1,nytimes,https://www.nytimes.com/2020/10/09/arts/design/museum-of-chinese-in-america-grant.html,0,-0.8,1
491,"Scientist Accused of Hiding Chinese Funds Sues Harvard, Saying It Abandoned Him","Charles M. Lieber, the chair of Harvard¡¯s chemistry department, claimed",2020/10/9,society,-1,nytimes,https://www.nytimes.com/2020/10/09/us/charles-lieber-harvard-china.html,0,-0.8,1
493,BTS Honored Korean War Sacrifices. Some in China Detected an Insult.,"Samsung and Fila distanced themselves from the K-pop band, becoming",2020/10/12,society,-1,nytimes,https://www.nytimes.com/2020/10/12/business/bts-korean-war-china-samsung.html,0,-0.8,1
495,"In City Where China Welcomed the World, Xi Prepares for a Colder One","China¡¯s leader, Xi Jinping, speaking in the early trading center",2020/10/14,military,-1,nytimes,https://www.nytimes.com/2020/10/14/world/asia/china-xi-jinping-shenzhen.html,0,-0.8,1
496,The Untold Technological Revolution Sweeping Through Rural China,"In ¡°Blockchain Chicken Farm,¡± Xiaowei Wang documents how technology is",2020/10/15,politics,-1,nytimes,https://www.nytimes.com/2020/10/15/books/review/blockchain-chicken-farm-xiaowei-wang.html,0,-0.8,1
497,China Threatens to Detain Americans if U.S. Prosecutes Chinese Scholars,American officials said China had insisted that the Justice Department,2020/10/18,business,-1,nytimes,https://www.nytimes.com/2020/10/18/us/politics/china-us-threats-detain.html,0,-0.8,1
498,"With Covid-19 Under Control, China¡¯s Economy Surges Ahead",Exports jumped and local governments engaged in a binge of,2020/10/19,society,-1,nytimes,https://www.nytimes.com/2020/10/18/business/china-economy-covid.html,0,-0.8,1
502,Obama Mocks Trump¡¯s Chinese Bank Account: ¡®They Would¡¯ve Called Me Beijing Barry¡¯,¡°Can you imagine if I had a secret Chinese bank,2020/10/21,politics,-1,nytimes,https://www.nytimes.com/2020/10/21/us/politics/obama-trump.html,0,-0.8,1
504,Obama mocks Trump¡¯s Chinese bank account: ¡®They would¡¯ve called me Beijing Barry.¡¯,Former President Barack Obama made a fiery first in-person campaign,2020/10/22,society,-1,nytimes,https://www.nytimes.com/2020/10/22/us/elections/obama-mocks-trumps-chinese-bank-account-they-wouldve-called-me-beijing-barry.html,0,-0.8,1
505,Vatican Extends Deal With China Over Appointment of Bishops,The agreement calls for China to formally recognize the pope¡¯s,2020/10/22,Covid-19,-1,nytimes,https://www.nytimes.com/2020/10/22/world/europe/vatican-china-bishops.html,0,-0.8,1
506,An Ex-Trump Insider Looks to Our Future With Russia and China,"The former national security adviser H.R. McMaster¡¯s new book, ¡°Battlegrounds,¡±",2020/10/22,military,-1,nytimes,https://www.nytimes.com/2020/10/22/books/review/battlegrounds-the-fight-to-defend-the-free-world-hr-mcmaster.html,0,-0.8,1
509,Questions and Answers About the Bidens and a Deal in China,There is no evidence that the former vice president was,2020/10/25,society,-1,nytimes,https://www.nytimes.com/2020/10/25/us/politics/bidens-china.html,0,-0.8,1
510,China¡¯s Chance to Save Antarctic Sea Life,Twenty-four countries and the E.U. have agreed to create three,2020/10/26,politics,-1,nytimes,https://www.nytimes.com/2020/10/26/opinion/climate-change-antartica-china.html,0,-0.8,1
511,Don¡¯t Even Try Paying Cash in China,"How two apps created new kinds of commerce in China,",2020/10/27,politics,-1,nytimes,https://www.nytimes.com/2020/10/27/technology/alipay-china.html,0,-0.8,1
512,Forget the Polls: This Chinese Indicator Is Flashing ¡®Trump¡¯,The measure is unscientific at best. But merchants say sales,2020/10/28,politics,-1,nytimes,https://www.nytimes.com/2020/10/28/business/trump-china-election.html,0,-0.8,1
513,U.S. Charges 8 in Plot to Harass Chinese Dissidents,Law enforcement officials said that Chinese operatives hired private investigators,2020/10/28,politics,-1,nytimes,https://www.nytimes.com/2020/10/28/us/politics/china-harassment-fugitives.html,0,-0.8,1
538,America¡¯s Internet Has China Envy,"But is China a peek at the future of technology,",2020/11/16,politics,-1,nytimes,https://www.nytimes.com/2020/11/16/technology/internet-china.html,0,-0.8,1
541,"In This Debut Novel, a Chinese Immigrant Keeps His Sleepwalking Sister¡¯s Secrets",Simon Han¡¯s ¡°Nights When Nothing Happened¡± exposes the tedium and,2020/11/17,business,-1,nytimes,https://www.nytimes.com/2020/11/17/books/review/nights-when-nothing-happened-simon-han.html,0,-0.8,1
516,"China¡¯s Leaders Vow Tech ¡®Self-Reliance,¡¯ Military Power and Economic Recovery",The Communist Party¡¯s Central Committee endorsed an ambitious policy program,2020/10/29,business,0,nytimes,https://www.nytimes.com/2020/10/29/world/asia/china-five-year-plan-communist-party.html,0.05,0.05,1
517,U.S. Says Virus Can¡¯t Be Controlled. China Aims to Prove It Wrong.,China¡¯s approach to keep Covid-19 at bay has helped restore,2020/10/30,business,0,nytimes,https://www.nytimes.com/2020/10/30/world/asia/china-covid-coronavirus.html,-0.5,-0.5,1
518,"In Hunt for Virus Source, W.H.O. Let China Take Charge","As it praised Beijing, the World Health Organization concealed concessions",2020/11/2,society,0,nytimes,https://www.nytimes.com/2020/11/02/world/who-china-coronavirus.html,0,0,1
519,"U.S. Cyber Command Expands Operations to Hunt Hackers From Russia, Iran and China","Building on a 2018 effort, Cyber Command sent teams to",2020/11/2,politics,0,nytimes,https://www.nytimes.com/2020/11/02/us/politics/cyber-command-hackers-russia.html,0,0,1
520,Chinese Journalists Sought Freedom in the U.S. Now They¡¯re in Limbo.,Caught in a tit-for-tat battle over the media between the,2020/11/5,tech,0,nytimes,https://www.nytimes.com/2020/11/05/business/media/china-reporters-us.html,0,0,1
521,"In Halting Ant¡¯s I.P.O., China Sends a Warning to Business",Investors in what would have been the world¡¯s largest share,2020/11/6,Covid-19,0,nytimes,https://www.nytimes.com/2020/11/06/technology/china-ant-group-ipo.html,0,0,1
522,"Biden to Face Long List of Foreign Challenges, With China No. 1",President Trump will be handing Joseph R. Biden Jr. a,2020/11/7,society,0,nytimes,https://www.nytimes.com/2020/11/07/world/americas/Biden-foreign-policy.html,-0.0875,-0.0875,1
523,Chinese State Media Reacts to Biden Victory With Cautious Optimism,Propaganda outlets said a Biden presidency would most likely restore,2020/11/8,society,0,nytimes,https://www.nytimes.com/2020/11/07/world/asia/china-biden-media-reaction.html,0,0,1
524,China¡¯s state-run news media reacts to Biden¡¯s victory with cautious optimism.,HONG KONG ¡ª China¡¯s state news media reacted with cautious,2020/11/8,society,0,nytimes,https://www.nytimes.com/2020/11/08/us/politics/chinas-state-run-news-media-reacts-to-bidens-victory-with-cautious-optimism.html,0,0,1
525,"China Extends Reach in the Caribbean, Unsettling the U.S.","The region has strategic importance as a hub for logistics,",2020/11/8,society,0,nytimes,https://www.nytimes.com/2020/11/08/world/americas/china-caribbean.html,-0.5,-0.5,1
526,Xi Jinping¡¯s Strength Is China¡¯s Weakness,"Unlike any other Chinese leader since 1949, he has no",2020/11/9,tech,0,nytimes,https://www.nytimes.com/2020/11/09/opinion/xi-jinping-china-power.html,0,0,1
